AMER_UI_Ascension_Force_TheFalcon_Title	<font color='ebc808' size='30'>The Falcon</font>
AMER_UI_Ascension_Inertia_Champion_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +3% to all Resistances.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+14% Air Resistance.<br><font color='ebc808' size='21'>2) </font>+14% Earth Resistance.<br><font color='ebc808' size='21'>3) </font>+3% Physical Resistance.<br><font color='ebc808' size='21'>4) </font>+14% Piercing Resistance.<br><font color='ebc808' size='21'>5) </font>+14% Water Resistance.</p>
AMER_UI_Ascension_Inertia_Champion_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +14% Air Resistance.</p>
AMER_UI_Ascension_Inertia_Champion_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +14% Earth Resistance.</p>
AMER_UI_Ascension_Inertia_Champion_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +3% Physical Resistance.</p>
AMER_UI_Ascension_Inertia_Champion_Node_1.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +14% Piercing Resistance.</p>
AMER_UI_Ascension_Inertia_Champion_Node_1.4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +14% Water Resistance.</p>
AMER_UI_Ascension_Inertia_Champion_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions can be performed on enemies as they become afflicted with Vulnerable III.<br><font color='ebc808' size='21'>2) </font>Once per round when you activate <font color="ebc808" size="20" face="Averia Serif">Ward</font>, apply Encouraged for 3 turns to yourself and allies within 13m, and remove 1 Battered and Harried from them.<br><font color='ebc808' size='21'>3) </font>+20% invested Constitution.<br><font color='cb9780'>  »</font> +20% invested Memory.</p>
AMER_UI_Ascension_Inertia_Champion_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions can be performed on enemies as they become afflicted with Vulnerable III.</p>
AMER_UI_Ascension_Inertia_Champion_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per round when you activate <font color="ebc808" size="20" face="Averia Serif">Ward</font>, apply Encouraged for 3 turns to yourself and allies within 13m, and remove 1 Battered and Harried from them.</p>
AMER_UI_Ascension_Inertia_Champion_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +20% invested Constitution.<br><font color='cb9780'>»</font> +20% invested Memory.</p>
AMER_UI_Ascension_Inertia_Champion_Node_3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Once per round, <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions performed on enemies emulate the effects of Pressure Spike and Winter Blast.<br><font color='ebc808' size='21'>2) </font><font color="ebc808" size="20" face="Averia Serif">Ward</font> grants +3% to elemental maximum resistances and +7% to physical and piercing resistance.</p>
AMER_UI_Ascension_Inertia_Champion_Node_3.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per round, <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions performed on enemies emulate the effects of Pressure Spike and Winter Blast.</p>
AMER_UI_Ascension_Inertia_Champion_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Ward</font> grants +3% to elemental maximum resistances and +7% to physical and piercing resistance.</p>
AMER_UI_Ascension_Inertia_Champion_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions apply your <font color="ebc808" size="20" face="Averia Serif">Ward</font> to allies and restore 1 AP.<br><font color='ebc808' size='21'>2) </font><font color="ebc808" size="20" face="Averia Serif">Ward</font> grants +1% to all resistances (per <font color="4ae88c" size="20" face="Averia Serif">Form</font>, <font color="73b3f2" size="20" face="Averia Serif">Inertia</font>, and <font color="c1a757" size="20" face="Averia Serif">Life</font>).</p>
AMER_UI_Ascension_Inertia_Champion_Node_4.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions apply your <font color="ebc808" size="20" face="Averia Serif">Ward</font> to allies and restore 1 AP.</p>
AMER_UI_Ascension_Inertia_Champion_Node_4.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Ward</font> grants +1% to all resistances (per <font color="4ae88c" size="20" face="Averia Serif">Form</font>, <font color="73b3f2" size="20" face="Averia Serif">Inertia</font>, and <font color="c1a757" size="20" face="Averia Serif">Life</font>).</p>
AMER_UI_Ascension_Inertia_Fortress_Title	<font color='ebc808' size='30'>Fortress</font>
AMER_UI_Ascension_Inertia_Fortress_Desc_A	"The view from the ramparts reveals a landscape of victory."<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Inertia_Fortress_Rewards	Requires: 5 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>, 7 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>, 1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.<br>
AMER_UI_Ascension_Inertia_Fortress_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +2 Strength.<br><font color='cb9780'>  »</font> +5% Magic Armor restored from <font color="ebc808" size="20" face="Averia Serif">Voracity</font>.<br><font color='cb9780'>  »</font> +5% Physical Armor restored from <font color="ebc808" size="20" face="Averia Serif">Voracity</font>.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+7% Dodge Chance.<br><font color='ebc808' size='21'>2) </font>+0.8 Movement Speed.<br><font color='ebc808' size='21'>3) </font>+6% Maximum Physical Armor.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +7% Dodge Chance.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +0.8 Movement Speed.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +6% Maximum Physical Armor.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+Magic Armor: Exceptional (scales with level).<br><font color='cb9780'>  »</font> +1.3% Increased Battered and Harried Threshold.<br><font color='ebc808' size='21'>2) </font>+Physical Armor: Exceptional (scales with level).<br><font color='cb9780'>  »</font> +1.3% Increased Battered and Harried Threshold.<br><font color='ebc808' size='21'>3) </font>+9% Maximum Vitality.<br><font color='cb9780'>  »</font> +1.3% Increased Battered and Harried Threshold.<br><font color='ebc808' size='21'>4) </font>Unlock basic activation of <font color="ebc808" size="20" face="Averia Serif">Defiance</font>.<br><font color='cb9780'>  »</font> <font color="ebc808" size="20" face="Averia Serif">Defiance</font> grants an additional 1 AP from Prepared; if you have 7 stacks of Battered or Harried (combined), gain an additional +1 AP, or +2 AP with 12 stacks.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +Magic Armor: Exceptional (scales with level).<br><font color='cb9780'>»</font> +1.3% Increased Battered and Harried Threshold.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +Physical Armor: Exceptional (scales with level).<br><font color='cb9780'>»</font> +1.3% Increased Battered and Harried Threshold.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +9% Maximum Vitality.<br><font color='cb9780'>»</font> +1.3% Increased Battered and Harried Threshold.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_1.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Unlock basic activation of <font color="ebc808" size="20" face="Averia Serif">Defiance</font>.<br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Defiance</font> grants an additional 1 AP from Prepared; if you have 7 stacks of Battered or Harried (combined), gain an additional +1 AP, or +2 AP with 12 stacks.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Once per turn, activate <font color="ebc808" size="20" face="Averia Serif">Benevolence</font> when an ally is damaged to 0 Physical or Magical Armor.<br><font color='ebc808' size='21'>2) </font><font color="ebc808" size="20" face="Averia Serif">Presence</font> grants +0.15% increased Battered and Harried Threshold per Leadership.<br><font color='ebc808' size='21'>3) </font>+20% invested Constitution.<br><font color='cb9780'>  »</font> +20% invested Strength.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per turn, activate <font color="ebc808" size="20" face="Averia Serif">Benevolence</font> when an ally is damaged to 0 Physical or Magical Armor.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Presence</font> grants +0.15% increased Battered and Harried Threshold per Leadership.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +20% invested Constitution.<br><font color='cb9780'>»</font> +20% invested Strength.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>The first time you activate <font color="ebc808" size="20" face="Averia Serif">Abeyance</font> each combat, gain Comeback Kid for 5 turns.<br><font color='ebc808' size='21'>2) </font><font color="ebc808" size="20" face="Averia Serif">Benevolence</font> Restores 5% of your missing Physical or Magical Armor per stack of Battered or Harried removed, respectively.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_3.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> The first time you activate <font color="ebc808" size="20" face="Averia Serif">Abeyance</font> each combat, gain Comeback Kid for 5 turns.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Benevolence</font> Restores 5% of your missing Physical or Magical Armor per stack of Battered or Harried removed, respectively.</p>
AMER_UI_Ascension_Inertia_Fortress_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>When you perform Shields Up, allies within 5m of you gain <font color="ebc808" size="20" face="Averia Serif">Abeyance</font> for 1 turn. When an ally would suffer damage from <font color="ebc808" size="20" face="Averia Serif">Abeyance</font>, you suffer it instead. Reduce damage suffered from <font color="ebc808" size="20" face="Averia Serif">Abeyance</font> by 3.5% per <font color="73b3f2" size="20" face="Averia Serif">Inertia</font>, up to -45%.<br><font color='ebc808' size='21'>2) </font>Once source generation begins, it continues until the end of combat. When you remove 4 or more stacks of Battered or Harried from <font color="ebc808" size="20" face="Averia Serif">Benevolence</font>, gain Stockpile for 5 turns: recover 1 Source Point the next time you spend Source.</p>
